ID,Site,Location,Deployment_Date,Deployment_DTW_btoc,Sample_Date,Sample_Depth_btoc,Sampling_DTW_btoc,New_Bag_Deployed,Notes,
1641,CG044-031,UBL003MW,8/13/2020,46.98,8/17/2021,86,54.27,Y,,
1642,CG044-031,31C006BMW,8/14/2020,50.38,7/23/2021,112,54.66,Y,,
1643,CG044-031,31C006CMW,8/14/2020,50.2,7/20/2021,64,54.1,Y,,
1644,CG044-031,31C011BMW,8/13/2020,57.48,7/22/2021,132.71,61.7,Y,,
1645,CG044-031,31C012AMW,8/13/2020,55.76,7/20/2021,110,59.7,Y,,
1646,CG044-031,31C012BMW,8/13/2020,55.74,7/20/2021,136,59.7,Y,,
1647,CG044-031,31C013MW,8/25/2020,51.1,7/23/2021,101,55.87,Y,,
1648,CG044-031,31C015MW,8/14/2020,53.14,7/22/2021,109.84,57.6,Y,,
1649,CG044-031,31C018MW,8/14/2020,52.96,7/20/2021,107,56.6,Y,,
1650,CG044-031,31C020MW,8/27/2020,55.05,7/22/2021,106,58.25,Y,,
1651,CG044-031,31C022MW,8/14/2020,51.71,7/20/2021,96.81,56.02,Y,,
1652,CG044-031,31C026MW,8/14/2020,50.64,7/20/2021,101.82,54.45,Y,,
1653,CG044-031,31C033MW,8/25/2020,53.32,7/23/2021,105,56.98,Y,,
1654,CG044-031,31C035MW,8/14/2020,49.36,7/23/2021,95,53.63,Y,,
1655,CG044-031,31C041AMW,8/12/2020,58.24,7/20/2021,119,61.89,Y,,
1656,CG044-031,31C042AMW,3/15/2021,46.64,7/23/2021,63,50.91,Y,,
1657,CG044-031,31C042BMW,3/15/2021,46.68,7/23/2021,95,51.55,Y,,
1658,CG044-031,31C043MW,8/27/2020,46.58,7/23/2021,95,50.7,Y,,
1659,CG044-031,31C046AMW,8/13/2020,50.59,7/22/2021,155.34,54.6,Y,,
1660,CG044-031,31C046BMW,8/13/2020,50.41,7/22/2021,206.28,54.2,Y,,
1661,CG044-031,31C047AMW,8/13/2020,49.66,7/22/2021,152.2,53.55,Y,,
1662,CG044-031,31C047BMW,8/13/2020,49.66,7/22/2021,195.1,53.52,Y,,
1663,CG044-031,31C048AMW,8/13/2020,54.55,7/20/2021,153.5,58,Y,,
1664,CG044-031,31C048BMW,8/13/2020,54.48,7/20/2021,197.52,58,Y,,
1665,CG044-031,31R003MW,8/14/2020,52.84,7/22/2021,65.38,57.48,Y,,
1666,CG044-031,31R004BMW,8/13/2020,50.09,7/20/2021,109,54.2,Y,,
1667,CG044-031,31U001BMW,8/13/2020,48.16,7/22/2021,140.3,56.28,Y,,
1668,CG044-031,31U003BMW,8/14/2020,58.39,7/23/2021,138.93,62.63,Y,,
1669,CG044-032,01C007AMW,3/18/2021,31.32,7/9/2021,60,45.43,Y,,
1670,CG044-032,01C007BMW,3/18/2021,31.06,7/9/2021,93,45.56,Y,,
1671,CG044-032,01C007CMW,3/18/2021,30.92,7/9/2021,180,47.24,Y,,
1672,CG044-032,01C008AMW,3/17/2021,36.81,7/28/2021,57,47.72,Y,,
1673,CG044-032,01C008BMW,3/17/2021,37.03,7/28/2021,108.5,47.87,Y,,
1674,CG044-032,01C008CMW,3/17/2021,37.19,7/28/2021,148.65,48.16,Y,,
1675,CG044-032,01C009AMW,8/28/2020,39.19,7/28/2021,81,42.58,Y,,
1676,CG044-032,01C009BMW,3/22/2021,34.17,7/28/2021,130,42.25,Y,,
1677,CG044-032,01C009CMW,8/28/2020,35.04,7/28/2021,210,38.01,Y,,
1678,CG044-032,01C011AMW,3/18/2021,53.05,7/9/2021,60,45.29,Y,,
1679,CG044-032,01C011BMW,3/18/2021,34.1,7/9/2021,140.5,57.76,Y,,
1680,CG044-032,01C011CMW,3/18/2021,34.27,7/9/2021,190,58.52,Y,,
1681,CG044-032,01C101AMW,8/31/2020,36.16,7/12/2021,67,37.82,Y,,
1682,CG044-032,01C101BMW,8/31/2020,38.13,7/12/2021,96,40.42,Y,,
1683,CG044-032,01C102AMW,8/28/2020,43.7,7/12/2021,50,45.26,Y,,
1684,CG044-032,01C102BMW,8/28/2020,43.58,7/12/2021,115,45.52,Y,,
1685,CG044-032,01C103AMW,8/31/2020,38.76,7/12/2021,95,40.68,Y,,
1686,CG044-032,01C103BMW,8/31/2020,38.73,7/12/2021,126,40.75,Y,,
1687,CG044-032,01C104AMW,3/25/2021,39.31,7/12/2021,65,43.11,Y,,
1688,CG044-032,01C104BMW,8/31/2020,41.52,7/12/2021,125,43.31,Y,,
1689,CG044-032,01C106MW,8/28/2020,46.02,7/28/2021,52,48.54,Y,,
1690,CG044-032,01L001MW,8/28/2020,55.65,7/28/2021,107,56.78,Y,,
1691,CG044-032,01L002MW,3/22/2021,36.55,7/22/2021,100.5,52.22,Y,,
1692,CG044-032,01L003MW,3/18/2021,36.56,7/9/2021,93,51.98,Y,,
1693,CG044-032,01L005MW,8/28/2020,44.81,7/28/2021,95,46.91,Y,,
1694,CG044-032,01L009MW,3/25/2021,37.07,7/12/2021,68,41.32,Y,,
1695,CG044-032,01L010MW,8/28/2020,54.5,7/28/2021,72,54.28,Y,,
1696,CG044-032,01R008MW,8/28/2020,41.98,7/12/2021,61,43.82,Y,,
1697,CG044-032,05R002MW,9/3/2020,60.3,7/20/2021,161,62.2,Y,,
1698,CG044-032,05R003MW,3/26/2021,68.4,7/12/2021,85,69.45,Y,,
1699,CG044-032,11C003MW,8/27/2020,63.04,7/26/2021,74,64.94,Y,,
1700,CG044-032,11C004MW,8/27/2020,60.1,7/26/2021,70,62.07,Y,,
1701,CG044-032,21L001MW,8/28/2020,44.28,7/12/2021,112,46.06,Y,,
1702,CG044-032,21L002MW,3/26/2021,43.52,7/12/2021,70,45.7,Y,,
1703,CG044-032,32C009AMW,8/28/2020,53.05,7/12/2021,60.5,54.83,Y,,
1704,CG044-032,32C009BMW,8/28/2020,53.37,7/12/2021,141,55.05,Y,,
1705,CG044-032,32C026IW,9/3/2020,56.88,7/20/2021,125,58.67,Y,,
1706,CG044-032,32C027EW,9/3/2020,66.6,7/20/2021,105,68.4,Y,,
1707,CG044-032,32C037MW,8/28/2020,57.62,7/26/2021,75,59.73,Y,,
1708,CG044-032,32C040MW,8/28/2020,59.58,7/26/2021,73,61.7,Y,,
1709,CG044-032,32C081MW,3/22/2021,39.65,7/28/2021,128,46.67,Y,,
1710,CG044-032,32C082AMW,3/23/2021,37.24,7/9/2021,95,42.47,Y,,
1711,CG044-032,32C082BMW,3/23/2021,35.84,7/9/2021,160,41.05,Y,,
1712,CG044-032,32C083AMW,3/23/2021,37.27,7/9/2021,150,48.53,Y,,
1713,CG044-032,32C083BMW,3/23/2021,37.04,7/9/2021,205,48.46,Y,,
1714,CG044-032,32C084AMW,3/18/2021,41.58,7/9/2021,150,55.59,Y,,
1715,CG044-032,32C084BMW,3/18/2021,41.5,7/9/2021,210,55.36,Y,,
1716,CG044-032,32R002MW,9/3/2020,54.73,7/20/2021,166,56.63,Y,,
1717,CG044-032,SD32VE4D,8/31/2020,58.43,7/12/2021,70,60.2,Y,,
1718,CG044-040,40C002BMW,8/13/2020,40.43,7/29/2021,75.05,43.4,Y,,
1719,CG044-040,40C009AMW,8/12/2020,26.21,7/29/2021,55,29.2,Y,,
1720,CG044-040,40C009BMW,8/12/2020,26.74,7/29/2021,75,29.95,Y,,
1721,CG044-040,40C009CMW,8/12/2020,27.67,7/29/2021,95,30.85,Y,,
1722,CG044-040,40C028MW,8/13/2020,17.77,7/29/2021,57,20.34,Y,,
1723,CG044-040,40C004PZ,7/19/2019,40.3,7/15/2021,101.31,43.25,Y,,
1724,CG044-040,40C005AMW,8/12/2020,44.98,7/15/2021,55.97,47.23,Y,,
1725,CG044-040,40C005BMW,8/12/2020,45.48,7/15/2021,74.88,48.23,Y,,
1726,CG044-040,40C005CMW,8/12/2020,45.76,7/15/2021,95.13,48.7,Y,,
1727,CG044-040,40C010PZ,7/19/2019,28.93,7/15/2021,97.29,35.12,Y,,
1728,CG044-040,40C016MW,8/10/2020,61.21,7/22/2021,146.5,65.21,Y,,
1729,CG044-040,40C018AMW,8/11/2020,60.05,7/22/2021,82.8,63.76,Y,,
1730,CG044-040,40C018BMW,8/11/2020,60.01,7/22/2021,117.48,63.73,Y,,
1731,CG044-040,40C019AMW,7/19/2019,59.8,7/23/2021,72.8,64,Y,,
1732,CG044-040,40C019BMW,8/11/2020,60.65,7/23/2021,117.34,64.1,Y,,
1733,CG044-040,40C020AMW,3/18/2021,36.85,7/22/2021,105,48.6,Y,,
1734,CG044-040,40C020BMW,3/18/2021,35.9,7/22/2021,195,43,Y,,
1735,CG044-040,40C021AMW,3/18/2021,40.95,7/27/2021,105,50.13,Y,,
1736,CG044-040,40C021BMW,3/18/2021,40.57,7/27/2021,194,51.51,Y,,
1737,CG044-040,40C022MW,8/10/2020,60.87,7/22/2021,117.41,64.79,Y,,
1738,CG044-040,40C023MW,8/10/2020,60.2,7/22/2021,116.96,64.16,Y,,
1739,CG044-040,40C024AMW,8/11/2020,58.54,7/22/2021,66.47,62.3,Y,,
1740,CG044-040,40C024BMW,8/11/2020,58.57,7/22/2021,117.44,62.3,Y,,
1741,CG044-040,40C025MW,8/12/2020,15.82,7/15/2021,32.97,18.33,Y,,
1742,CG044-040,40C034BMW,8/27/2020,51.71,7/21/2021,144.83,51.42,Y,,
1743,CG044-040,40C036MW,8/11/2020,59.98,7/27/2021,117,63.8,Y,,
1744,CG044-040,40C037AMW,8/27/2020,51.2,7/27/2021,114,55.41,Y,,
1745,CG044-040,40C037BMW,8/27/2020,51.3,7/27/2021,145,55.4,Y,,
1746,CG044-040,40C037CMW,8/27/2020,51.13,7/27/2021,181,55.24,N,,
1747,CG044-040,40C038MW,3/18/2021,53.98,7/22/2021,115,59.17,Y,,
1748,CG044-040,40C044MW,3/18/2021,40.67,7/27/2021,160,51.6,Y,,
1749,CG044-040,40C054MW,3/18/2021,55.62,7/22/2021,115,60.24,Y,,
1750,CG044-040,40C055MW,3/19/2021,60.72,7/23/2021,98,63.13,Y,,
1751,CG044-040,40C056MW,3/19/2021,55.54,7/23/2021,93,57.5,Y,,
1752,CG044-040,40C057MW,8/11/2020,54.86,7/15/2021,94.02,57.99,Y,,
1753,CG044-040,40C058AMW,8/12/2020,60.24,7/23/2021,107,63.91,Y,,
1754,CG044-040,40C058BMW,8/12/2020,59.26,7/23/2021,144,63,Y,,
1755,CG044-040,40C059MW,8/12/2020,56.25,7/15/2021,115.38,59.38,Y,,
1756,CG044-040,40C060MW,8/11/2020,48.64,7/15/2021,91.25,52.2,Y,,
1757,CG044-040,40C061AMW,3/18/2021,57.96,7/22/2021,115,62.2,Y,,
1758,CG044-040,40C061BMW,3/18/2021,57.81,7/22/2021,140,62.19,Y,,
1759,CG044-040,40C062MW,8/13/2020,34.26,7/15/2021,68.87,37.25,Y,,
1760,CG044-040,JSTMW07,8/11/2020,55.77,7/27/2021,115,59.89,Y,,
1761,CG044-040,UBL002MW,8/13/2020,37.13,7/15/2021,70.01,39.83,Y,,
1762,CG044-040,BWL005PZ,,,7/22/2021,89,63.26,Y,,
1763,PL582,LRSMW4A,8/26/2020,78.35,7/7/2021,95,84.7,Y,,
1764,PL582,LRSMW4B,3/24/2021,52.25,7/7/2021,62,53.85,Y,,
1765,PL582,LRSMW5B,8/26/2020,54.49,7/7/2021,65,56.25,Y,,
1766,PL582,LRSMW6B,8/26/2020,54.05,7/7/2021,65,55.63,Y,,
1767,PL582,LRSMW7,3/24/2021,53.3,7/7/2021,64.5,54.66,Y,,
1768,PL582,LRSMW8,3/24/2021,53.55,7/7/2021,66,54.71,Y,,
1769,PL582,LRSMW9,8/26/2020,53.19,7/7/2021,63,54.74,Y,,
1770,PL582,PL582C010MW,8/26/2020,62.85,7/7/2021,69,65.34,Y,,
1771,PL582,PL582C011MW,8/26/2020,54.86,7/7/2021,68,56.55,Y,,
1772,PL582,PL582C012MW,8/26/2020,50.82,7/7/2021,64.5,52.29,Y,,
1773,PL582,PL582C023MW,8/26/2020,63.69,7/7/2021,73,63.2,Y,,
1774,PL582,PL582C029MW,3/24/2021,51.14,7/7/2021,69,58.69,Y,,
1775,PL582,PL582C030MW,8/26/2020,55.03,7/7/2021,74,57.3,Y,,
1776,PL582,PL582C031MW,8/26/2020,75.86,7/7/2021,81,80.4,Y,,
1777,PL582,PL582C032MW,8/26/2020,82.04,7/7/2021,96,89.58,Y,,
1778,PL582,PL582C033MW,8/26/2020,76.63,7/7/2021,87,81.2,Y,,
1779,SS023,23L001MW,8/11/2020,21.81,7/29/2021,46.5,24.82,Y,,
1780,SS023,23L004MW,8/10/2020,16.27,7/29/2021,35,19.03,Y,,
1781,SS023,23U001AMW,8/10/2020,22.47,7/29/2021,28,25.45,Y,,
1782,SS023,23U008AMW,8/11/2020,23.6,7/29/2021,41,26.6,Y,,
1783,SS023,23U008BMW,8/11/2020,32.86,7/29/2021,60.5,35.01,Y,,
1784,SS023,BAT-3MW,8/11/2020,12.42,7/29/2021,38,14.59,Y,,
1785,SS023,BAT-5BMW-R,8/10/2020,15.61,7/29/2021,36.5,19.4,Y,,
1786,SS023,BAT-8MW,8/28/2020,,7/29/2021,30,19,Y,,
1787,SS023,OWSM-C001MW,8/11/2020,19.36,7/29/2021,22,21,Y,,
1788,SS023,SWMU23U002AMW,8/11/2020,23.5,7/29/2021,29.8,26.84,Y,,
1789,SS023,SWMU23U002BMW,8/11/2020,34.2,7/29/2021,57.2,37.54,Y,,
1790,SS023,SWMU23U003BMW,8/10/2020,8.7,7/29/2021,49,10.89,Y,,
1791,SS023,SWMU23U004BMW,8/10/2020,17.67,7/29/2021,51,20.6,Y,,
1792,SS023,SWMU23U005BMW,8/10/2020,16.27,7/29/2021,46,19.29,Y,,
1793,SS023,SWMU23U006BMW,8/10/2020,17.62,7/29/2021,46.5,21.54,Y,,
1794,SS023,SWMU23U007BMW,8/17/2020,18.38,7/12/2021,46.5,20.8,Y,,
1795,SS023,SWMU34U001MW,8/11/2020,18.21,7/29/2021,37,22.08,Y,,
1796,CG044-032,01C007BMW,1/13/2022,,1/13/2022,,,Y,deployed before 1Q22 event,
1797,CG044-031,31C052MW,1/1/2022,,1/1/2022,,,Y,"deployed prior to 1Q22, date unknown, 1/1/2022 is a placeholder",
1798,CG044-031,31C053AMW,1/1/2022,,1/1/2022,,,Y,"deployed prior to 1Q22, date unknown, 1/1/2022 is a placeholder",
1799,CG044-031,31C053BMW,1/1/2022,,1/1/2022,,,Y,"deployed prior to 1Q22, date unknown, 1/1/2022 is a placeholder",
1800,CG044-031,31C053CMW,1/1/2022,,1/1/2022,,,Y,"deployed prior to 1Q22, date unknown, 1/1/2022 is a placeholder",
1801,CG044-031,31C054AMW,1/1/2022,,1/1/2022,,,Y,"deployed prior to 1Q22, date unknown, 1/1/2022 is a placeholder",
1802,CG044-031,31C054BMW,1/1/2022,,1/1/2022,,,Y,"deployed prior to 1Q22, date unknown, 1/1/2022 is a placeholder",
